fight_name,fighter_0,fighter_1,winner,method,round_end,date,fight_id
Jon Madsen v Mostapha Al-Turk 2010-04-10,1455,1529,0,Decision,3,2010-04-10,1152
Paul Kelly v Matt Veach 2010-04-10,1468,1528,0,Submission,2,2010-04-10,1153
DaMarques Johnson v Brad Blackburn 2010-04-10,1360,1527,0,KO/TKO,3,2010-04-10,1154
Nick Osipczak v Rick Story 2010-04-10,1491,923,1,Decision,3,2010-04-10,1155
Alexander Gustafsson v Phil Davis 2010-04-10,537,1127,1,Submission,1,2010-04-10,1156
Kendall Grove v Mark Munoz 2010-04-10,1450,1085,1,KO/TKO,2,2010-04-10,1157
Terry Etim v Rafael Dos Anjos 2010-04-10,1317,142,1,Submission,2,2010-04-10,1158
Matt Hughes v Renzo Gracie 2010-04-10,1433,1526,0,KO/TKO,3,2010-04-10,1159
BJ Penn v Frankie Edgar 2010-04-10,555,184,1,Decision,5,2010-04-10,1160
Anderson Silva v Demian Maia 2010-04-10,552,2,0,Decision,5,2010-04-10,1161
Jason MacDonald v John Salter 2010-05-08,1391,1508,1,KO/TKO,1,2010-05-08,1162
Yoshiyuki Yoshida v Mike Guymon 2010-05-08,1525,1472,1,Decision,3,2010-05-08,1163
Joey Beltran v Tim Hague 2010-05-08,1248,1471,0,Decision,3,2010-05-08,1164
TJ Grant v Johny Hendricks 2010-05-08,1281,790,1,Decision,3,2010-05-08,1165
Marcus Davis v Jonathan Goulet 2010-05-08,1475,1524,0,KO/TKO,2,2010-05-08,1166
Tom Lawlor v Joe Doerksen 2010-05-08,966,1479,1,Submission,2,2010-05-08,1167
Patrick Cote v Alan Belcher 2010-05-08,847,1287,1,Submission,2,2010-05-08,1168
Kevin Ferguson v Matt Mitrione 2010-05-08,1523,985,1,KO/TKO,2,2010-05-08,1169
Sam Stout v Jeremy Stephens 2010-05-08,1041,332,1,Decision,3,2010-05-08,1170
Josh Koscheck v Paul Daley 2010-05-08,1108,1522,0,Decision,3,2010-05-08,1171
Lyoto Machida v Mauricio Rua 2010-05-08,735,626,1,KO/TKO,1,2010-05-08,1172
Jesse Forbes v Ryan Jensen 2010-05-29,1521,1453,1,Submission,1,2010-05-29,1173
Aaron Riley v Joe Brammer 2010-05-29,1273,1520,0,Decision,3,2010-05-29,1174
Luiz Cane v Cyrille Diabate 2010-05-29,1353,1211,1,KO/TKO,1,2010-05-29,1175
Melvin Guillard v Waylon Lowe 2010-05-29,1210,1459,0,KO/TKO,1,2010-05-29,1176
Efrain Escudero v Dan Lauzon 2010-05-29,953,1519,0,Decision,3,2010-05-29,1177
Amir Sadollah v Dong Hyun Kim 2010-05-29,1165,827,1,Decision,3,2010-05-29,1178
Diego Sanchez v John Hathaway 2010-05-29,94,1212,1,Decision,3,2010-05-29,1179
Jason Brilz v Rogerio Nogueira 2010-05-29,1420,553,1,Decision,3,2010-05-29,1180
Todd Duffee v Mike Russow 2010-05-29,1060,1327,1,KO/TKO,3,2010-05-29,1181
Michael Bisping v Dan Miller 2010-05-29,776,1065,0,Decision,3,2010-05-29,1182
Rampage Jackson v Rashad Evans 2010-05-29,1096,724,1,Decision,3,2010-05-29,1183
Mike Pyle v Jesse Lennox 2010-06-12,748,1518,0,Submission,3,2010-06-12,1184
Ricardo Funch v Claude Patrick 2010-06-12,1382,1414,1,Submission,2,2010-06-12,1185
James Wilks v Peter Sobotta 2010-06-12,1496,744,0,Decision,3,2010-06-12,1186
David Loiseau v Mario Miranda 2010-06-12,1517,1458,1,KO/TKO,2,2010-06-12,1187
Mac Danzig v Matt Wiman 2010-06-12,1228,248,1,Submission,1,2010-06-12,1188
Tyson Griffin v Evan Dunham 2010-06-12,1429,665,1,Decision,3,2010-06-12,1189
Carlos Condit v Rory MacDonald 2010-06-12,618,945,0,KO/TKO,3,2010-06-12,1190
Ben Rothwell v Gilbert Yvel 2010-06-12,237,1495,0,Decision,3,2010-06-12,1191
Paulo Thiago v Martin Kampmann 2010-06-12,1169,1262,1,Decision,3,2010-06-12,1192
Mirko Cro Cop v Pat Barry 2010-06-12,1101,1232,0,Submission,3,2010-06-12,1193
Chuck Liddell v Rich Franklin 2010-06-12,1516,1346,1,KO/TKO,1,2010-06-12,1194
James McSweeney v Travis Browne 2010-06-19,1499,819,1,KO/TKO,1,2010-06-19,1195
Chris Camozzi v James Hammortree 2010-06-19,834,1515,0,Decision,3,2010-06-19,1196
Josh Bryant v Kyle Noke 2010-06-19,1514,879,1,KO/TKO,2,2010-06-19,1197
Brad Tavares v Seth Baczynski 2010-06-19,306,1102,0,Decision,3,2010-06-19,1198
John Gunderson v Mark Holst 2010-06-19,1504,1498,0,Decision,3,2010-06-19,1199
Jamie Yager v Rich Attonito 2010-06-19,1513,1417,1,KO/TKO,2,2010-06-19,1200
Spencer Fisher v Dennis Siver 2010-06-19,1380,824,1,Decision,3,2010-06-19,1201
Chris Leben v Aaron Simpson 2010-06-19,1227,1354,0,KO/TKO,2,2010-06-19,1202
Keith Jardine v Matt Hamill 2010-06-19,1512,1247,1,Decision,3,2010-06-19,1203
Court McGee v Kris McCray 2010-06-19,345,1456,0,Submission,2,2010-06-19,1204
Jon Madsen v Karlos Vemola 2010-07-03,1455,1280,0,Decision,3,2010-07-03,1205
Forrest Petz v Daniel Roberts 2010-07-03,1506,1410,1,Decision,3,2010-07-03,1206
Gerald Harris v David Branch 2010-07-03,1486,574,0,KO/TKO,3,2010-07-03,1207
Kendall Grove v Goran Reljic 2010-07-03,1450,1490,0,Decision,3,2010-07-03,1208
Seth Petruzelli v Ricardo Romero 2010-07-03,1494,1434,1,Submission,2,2010-07-03,1209
Brendan Schaub v Chris Tuchscherer 2010-07-03,1145,1465,0,KO/TKO,1,2010-07-03,1210
George Sotiropoulos v Kurt Pellegrino 2010-07-03,1242,1461,0,Decision,3,2010-07-03,1211
Krzysztof Soszynski v Stephan Bonnar 2010-07-03,1415,1351,1,KO/TKO,2,2010-07-03,1212
Chris Lytle v Matt Brown 2010-07-03,1438,226,0,Submission,2,2010-07-03,1213
Chris Leben v Yoshihiro Akiyama 2010-07-03,1227,1004,0,Submission,3,2010-07-03,1214
Brock Lesnar v Shane Carwin 2010-07-03,1412,1445,0,Submission,2,2010-07-03,1215
Rob Kimmons v Steve Steinbeiss 2010-08-01,1462,1511,0,Decision,3,2010-08-01,1216
Darren Elkins v Charles Oliveira 2010-08-01,502,1,1,Submission,1,2010-08-01,1217
Brian Stann v Mike Massenzio 2010-08-01,1307,1396,0,Submission,3,2010-08-01,1218
James Irvin v Igor Pokrajac 2010-08-01,1510,956,1,Submission,1,2010-08-01,1219
DaMarques Johnson v Matthew Riddle 2010-08-01,1360,1345,1,KO/TKO,2,2010-08-01,1220
Paul Kelly v Jacob Volkmann 2010-08-01,1468,1324,1,Decision,3,2010-08-01,1221
Tyson Griffin v Takanori Gomi 2010-08-01,1429,797,1,KO/TKO,1,2010-08-01,1222
John Howard v Jake Ellenberger 2010-08-01,1000,684,1,TKO,3,2010-08-01,1223
Mark Munoz v Yushin Okami 2010-08-01,1085,629,1,Decision,3,2010-08-01,1224
Jon Jones v Vladimir Matyushenko 2010-08-01,118,1326,0,KO/TKO,1,2010-08-01,1225
Ben Saunders v Dennis Hallman 2010-08-07,227,1416,1,Decision,3,2010-08-07,1226
Stefan Struve v Christian Morecraft 2010-08-07,236,1407,0,KO/TKO,2,2010-08-07,1227
Todd Brown v Tim Boetsch 2010-08-07,1463,587,1,Decision,3,2010-08-07,1228
Johny Hendricks v Charlie Brenneman 2010-08-07,790,1153,0,KO/TKO,2,2010-08-07,1229
Rodney Wallace v Phil Davis 2010-08-07,1509,1127,1,Decision,3,2010-08-07,1230
Dustin Hazelett v Rick Story 2010-08-07,1480,923,1,KO/TKO,2,2010-08-07,1231
Roy Nelson v Junior Dos Santos 2010-08-07,841,141,1,Decision,3,2010-08-07,1232
Matt Hughes v Ricardo Almeida 2010-08-07,1433,1460,0,Submission,1,2010-08-07,1233
Clay Guida v Rafael Dos Anjos 2010-08-07,471,142,0,Submission,3,2010-08-07,1234
Jon Fitch v Thiago Alves 2010-08-07,1322,242,0,Decision,3,2010-08-07,1235
Anderson Silva v Chael Sonnen 2010-08-07,552,1236,0,Submission,5,2010-08-07,1236
Mike Pierce v Amilcar Alves 2010-08-28,998,1474,0,Submission,3,2010-08-28,1237
Nick Osipczak v Greg Soto 2010-08-28,1491,1477,1,Decision,3,2010-08-28,1238
Dan Miller v John Salter 2010-08-28,1065,1508,0,Submission,2,2010-08-28,1239
Andre Winner v Nik Lentz 2010-08-28,1441,151,1,Decision,3,2010-08-28,1240
Joe Lauzon v Gabe Ruediger 2010-08-28,333,1470,0,Submission,1,2010-08-28,1241
Nate Diaz v Marcus Davis 2010-08-28,297,1475,0,Submission,3,2010-08-28,1242
Kenny Florian v Gray Maynard 2010-08-28,1432,663,1,Decision,3,2010-08-28,1243
Demian Maia v Mario Miranda 2010-08-28,2,1458,0,Decision,3,2010-08-28,1244
Randy Couture v James Toney 2010-08-28,1451,1507,0,Submission,1,2010-08-28,1245
Frankie Edgar v BJ Penn 2010-08-28,184,555,0,Decision,5,2010-08-28,1246
Brian Foster v Forrest Petz 2010-09-15,1488,1506,0,KO/TKO,1,2010-09-15,1247
TJ Waldburger v David Mitchell 2010-09-15,1216,1250,0,Decision,3,2010-09-15,1248
Rich Attonito v Rafael Natal 2010-09-15,1417,810,0,Decision,3,2010-09-15,1249
Tomasz Drwal v David Branch 2010-09-15,1505,574,1,Decision,3,2010-09-15,1250
Jared Hamman v Kyle Kingsbury 2010-09-15,1261,1181,1,Decision,3,2010-09-15,1251
Yves Edwards v John Gunderson 2010-09-15,1148,1504,0,Decision,3,2010-09-15,1252
Cole Miller v Ross Pearson 2010-09-15,866,576,0,Submission,2,2010-09-15,1253
Jim Miller v Gleison Tibau 2010-09-15,108,726,0,Decision,3,2010-09-15,1254
Efrain Escudero v Charles Oliveira 2010-09-15,953,1,1,Submission,3,2010-09-15,1255
Nate Marquardt v Rousimar Palhares 2010-09-15,785,1249,0,KO/TKO,1,2010-09-15,1256
Mark Hunt v Sean McCorkle 2010-09-25,628,1457,1,Submission,1,2010-09-25,1257
TJ Grant v Julio Paulino 2010-09-25,1281,1503,0,Decision,3,2010-09-25,1258
Steve Lopez v Waylon Lowe 2010-09-25,1502,1459,1,Decision,3,2010-09-25,1259
Thiago Tavares v Pat Audinwood 2010-09-25,937,1481,0,Submission,1,2010-09-25,1260
Matt Mitrione v Joey Beltran 2010-09-25,985,1248,0,Decision,3,2010-09-25,1261
CB Dollaway v Joe Doerksen 2010-09-25,673,1479,0,Submission,1,2010-09-25,1262
Melvin Guillard v Jeremy Stephens 2010-09-25,1210,332,0,Decision,3,2010-09-25,1263
Sean Sherk v Evan Dunham 2010-09-25,1501,665,0,Decision,3,2010-09-25,1264
Matt Serra v Chris Lytle 2010-09-25,1500,1438,1,Decision,3,2010-09-25,1265
Rogerio Nogueira v Ryan Bader 2010-09-25,553,887,1,Decision,3,2010-09-25,1266
Frank Mir v Mirko Cro Cop 2010-09-25,961,1101,0,KO/TKO,3,2010-09-25,1267
James McSweeney v Fabio Maldonado 2010-10-16,1499,1018,1,KO/TKO,3,2010-10-16,1268
Spencer Fisher v Curt Warburton 2010-10-16,1380,1444,0,Decision,3,2010-10-16,1269
Paul Sass v Mark Holst 2010-10-16,1318,1498,0,Submission,1,2010-10-16,1270
Rob Broughton v Vinicius Queiroz 2010-10-16,1428,1497,0,Submission,3,2010-10-16,1271
Cyrille Diabate v Alexander Gustafsson 2010-10-16,1211,537,1,Submission,2,2010-10-16,1272
James Wilks v Claude Patrick 2010-10-16,1496,1414,1,Decision,3,2010-10-16,1273
John Hathaway v Mike Pyle 2010-10-16,1212,748,1,Decision,3,2010-10-16,1274
Dan Hardy v Carlos Condit 2010-10-16,1357,618,1,KO/TKO,1,2010-10-16,1275
Michael Bisping v Yoshihiro Akiyama 2010-10-16,776,1004,0,Decision,3,2010-10-16,1276
Jon Madsen v Gilbert Yvel 2010-10-23,1455,1495,0,KO/TKO,1,2010-10-23,1277
Chris Camozzi v Dongi Yang 2010-10-23,834,1005,0,Decision,3,2010-10-23,1278
Sam Stout v Paul Taylor 2010-10-23,1041,1469,0,Decision,3,2010-10-23,1279
Mike Guymon v Daniel Roberts 2010-10-23,1472,1410,1,Submission,1,2010-10-23,1280
Patrick Cote v Tom Lawlor 2010-10-23,847,966,1,Decision,3,2010-10-23,1281
Court McGee v Ryan Jensen 2010-10-23,345,1453,0,Submission,3,2010-10-23,1282
Brendan Schaub v Gabriel Gonzaga 2010-10-23,1145,955,0,Decision,3,2010-10-23,1283
Tito Ortiz v Matt Hamill 2010-10-23,1373,1247,1,Decision,3,2010-10-23,1284
Diego Sanchez v Paulo Thiago 2010-10-23,94,1169,0,Decision,3,2010-10-23,1285
Jake Shields v Martin Kampmann 2010-10-23,1205,1262,0,Decision,3,2010-10-23,1286
Brock Lesnar v Cain Velasquez 2010-10-23,1412,598,1,KO/TKO,1,2010-10-23,1287
Kris McCray v Carlos Eduardo Rocha 2010-11-13,1456,1383,1,Submission,1,2010-11-13,1288
Seth Petruzelli v Karlos Vemola 2010-11-13,1494,1280,1,KO/TKO,1,2010-11-13,1289
Kyle Noke v Rob Kimmons 2010-11-13,879,1462,0,Submission,2,2010-11-13,1290
Pascal Krauss v Mark Scanlon 2010-11-13,1259,1493,0,Decision,3,2010-11-13,1291
Vladimir Matyushenko v Alexandre Ferreira 2010-11-13,1326,1492,0,KO/TKO,1,2010-11-13,1292
Duane Ludwig v Nick Osipczak 2010-11-13,1359,1491,0,Decision,3,2010-11-13,1293
Krzysztof Soszynski v Goran Reljic 2010-11-13,1415,1490,0,Decision,3,2010-11-13,1294
Amir Sadollah v Peter Sobotta 2010-11-13,1165,744,0,Decision,3,2010-11-13,1295
Dennis Siver v Andre Winner 2010-11-13,824,1441,0,Submission,1,2010-11-13,1296
Nate Marquardt v Yushin Okami 2010-11-13,785,629,1,Decision,3,2010-11-13,1297
Tyson Griffin v Nik Lentz 2010-11-20,1429,151,1,Decision,3,2010-11-20,1298
Paul Kelly v TJ O'Brien 2010-11-20,1468,1439,0,KO/TKO,2,2010-11-20,1299
Mike Lullo v Edson Barboza 2010-11-20,1436,423,1,KO/TKO,3,2010-11-20,1300
Karo Parisyan v Dennis Hallman 2010-11-20,1489,1416,1,KO/TKO,1,2010-11-20,1301
Aaron Simpson v Mark Munoz 2010-11-20,1354,1085,1,Decision,3,2010-11-20,1302
Matt Brown v Brian Foster 2010-11-20,226,1488,1,Submission,2,2010-11-20,1303
George Sotiropoulos v Joe Lauzon 2010-11-20,1242,333,0,Submission,2,2010-11-20,1304
Phil Davis v Tim Boetsch 2010-11-20,1127,587,0,Submission,2,2010-11-20,1305
Gerald Harris v Maiquel Falcao 2010-11-20,1486,1487,1,Decision,3,2010-11-20,1306
Matt Hughes v BJ Penn 2010-11-20,1433,555,1,KO/TKO,1,2010-11-20,1307
Rampage Jackson v Lyoto Machida 2010-11-20,1096,735,0,Decision,3,2010-11-20,1308
Rich Attonito v David Branch 2010-12-04,1417,574,1,Decision,3,2010-12-04,1309
Fredson Paixao v Pablo Garza 2010-12-04,1485,1297,1,KO/TKO,1,2010-12-04,1310
Will Campuzano v Nick Pace 2010-12-04,1207,1421,1,Submission,3,2010-12-04,1311
Sako Chivitchian v Kyle Watson 2010-12-04,1484,1454,1,Decision,3,2010-12-04,1312
Ian Loveland v Tyler Toner 2010-12-04,1437,1483,0,Decision,3,2010-12-04,1313
Cody McKenzie v Aaron Wilkinson 2010-12-04,1229,1482,0,Submission,1,2010-12-04,1314
Nam Phan v Leonard Garcia 2010-12-04,1214,1289,1,Decision,3,2010-12-04,1315
Johny Hendricks v Rick Story 2010-12-04,790,923,1,Decision,3,2010-12-04,1316
Kendall Grove v Demian Maia 2010-12-04,1450,2,1,Decision,3,2010-12-04,1317
Stephan Bonnar v Igor Pokrajac 2010-12-04,1351,956,0,Decision,3,2010-12-04,1318
Jonathan Brookins v Michael Johnson 2010-12-04,1335,315,0,Decision,3,2010-12-04,1319
Pat Audinwood v John Makdessi 2010-12-11,1481,9,1,Decision,3,2010-12-11,1320
TJ Grant v Ricardo Almeida 2010-12-11,1281,1460,1,Decision,3,2010-12-11,1321
Matthew Riddle v Sean Pierson 2010-12-11,1345,1277,1,Decision,3,2010-12-11,1322
Mark Bocek v Dustin Hazelett 2010-12-11,1202,1480,0,Submission,1,2010-12-11,1323
Joe Doerksen v Dan Miller 2010-12-11,1479,1065,1,Decision,3,2010-12-11,1324
Thiago Alves v John Howard 2010-12-11,242,1000,0,Decision,3,2010-12-11,1325
Joe Stevenson v Mac Danzig 2010-12-11,1442,1228,1,KO/TKO,1,2010-12-11,1326
Jim Miller v Charles Oliveira 2010-12-11,108,1,0,Submission,1,2010-12-11,1327
Stefan Struve v Sean McCorkle 2010-12-11,236,1457,0,KO/TKO,1,2010-12-11,1328
Georges St-Pierre v Josh Koscheck 2010-12-11,789,1108,0,Decision,5,2010-12-11,1329
Jacob Volkmann v Antonio McKee 2011-01-01,1324,1478,0,Decision,3,2011-01-01,1330
Daniel Roberts v Greg Soto 2011-01-01,1410,1477,0,Submission,1,2011-01-01,1331
Mike Brown v Diego Nunes 2011-01-01,1267,1330,1,Decision,3,2011-01-01,1332
Phil Baroni v Brad Tavares 2011-01-01,1476,306,1,KO/TKO,1,2011-01-01,1333
Dustin Poirier v Josh Grispi 2011-01-01,422,1319,0,Decision,3,2011-01-01,1334
Jeremy Stephens v Marcus Davis 2011-01-01,332,1475,0,KO/TKO,3,2011-01-01,1335
Clay Guida v Takanori Gomi 2011-01-01,471,797,0,Submission,2,2011-01-01,1336
Nate Diaz v Dong Hyun Kim 2011-01-01,297,827,1,Decision,3,2011-01-01,1337
Chris Leben v Brian Stann 2011-01-01,1227,1307,1,KO/TKO,1,2011-01-01,1338
Will Campuzano v Chris Cariaso 2011-01-22,1207,1032,1,Decision,3,2011-01-22,1339
Charlie Brenneman v Amilcar Alves 2011-01-22,1153,1474,0,Decision,3,2011-01-22,1340
Waylon Lowe v Willamy Freire 2011-01-22,1459,1473,0,Decision,3,2011-01-22,1341
Rani Yahya v Mike Brown 2011-01-22,604,1267,0,Decision,3,2011-01-22,1342
DaMarques Johnson v Mike Guymon 2011-01-22,1360,1472,0,Submission,1,2011-01-22,1343
Cody McKenzie v Yves Edwards 2011-01-22,1229,1148,1,Submission,2,2011-01-22,1344
Cole Miller v Matt Wiman 2011-01-22,866,248,1,Decision,3,2011-01-22,1345
Pat Barry v Joey Beltran 2011-01-22,1232,1248,0,Decision,3,2011-01-22,1346
Mark Hominick v George Roop 2011-01-22,1343,1034,0,KO/TKO,1,2011-01-22,1347
Matt Mitrione v Tim Hague 2011-01-22,985,1471,0,KO/TKO,1,2011-01-22,1348
Melvin Guillard v Evan Dunham 2011-01-22,1210,665,0,KO/TKO,1,2011-01-22,1349
Mike Pierce v Kenny Robertson 2011-02-05,998,909,0,KO/TKO,2,2011-02-05,1350
Kyle Kingsbury v Ricardo Romero 2011-02-05,1181,1434,0,KO/TKO,1,2011-02-05,1351
Paul Taylor v Gabe Ruediger 2011-02-05,1469,1470,0,KO/TKO,2,2011-02-05,1352
Norifumi Yamamoto v Demetrious Johnson 2011-02-05,1402,691,1,Decision,3,2011-02-05,1353
Chad Mendes v Michihiro Omigawa 2011-02-05,619,1368,0,Decision,3,2011-02-05,1354
Donald Cerrone v Paul Kelly 2011-02-05,163,1468,0,Submission,2,2011-02-05,1355
Miguel Torres v Antonio Banuelos 2011-02-05,1397,1467,0,Decision,3,2011-02-05,1356
Jake Ellenberger v Carlos Eduardo Rocha 2011-02-05,684,1383,0,Decision,3,2011-02-05,1357
Jon Jones v Ryan Bader 2011-02-05,118,887,0,Submission,2,2011-02-05,1358
Forrest Griffin v Rich Franklin 2011-02-05,1372,1346,0,Decision,3,2011-02-05,1359
Anderson Silva v Vitor Belfort 2011-02-05,552,734,0,KO/TKO,1,2011-02-05,1360
Maciej Jewtuszko v Curt Warburton 2011-02-26,1466,1444,1,Decision,3,2011-02-26,1361
Mark Hunt v Chris Tuchscherer 2011-02-26,628,1465,0,KO/TKO,2,2011-02-26,1362
Tiequan Zhang v Jason Reinhardt 2011-02-26,1347,1440,0,Submission,1,2011-02-26,1363
Tom Blackledge v Anthony Perosh 2011-02-26,1464,1012,1,Submission,1,2011-02-26,1364
Nick Ring v Riki Fukuda 2011-02-26,1234,1308,0,Decision,3,2011-02-26,1365
Alexander Gustafsson v James Te Huna 2011-02-26,537,962,0,Submission,1,2011-02-26,1366
Ross Pearson v Spencer Fisher 2011-02-26,576,1380,0,Decision,3,2011-02-26,1367
Chris Camozzi v Kyle Noke 2011-02-26,834,879,1,Submission,1,2011-02-26,1368
Brian Ebersole v Chris Lytle 2011-02-26,1076,1438,0,Decision,3,2011-02-26,1369
George Sotiropoulos v Dennis Siver 2011-02-26,1242,824,1,Decision,3,2011-02-26,1370
Michael Bisping v Jorge Rivera 2011-02-26,776,1408,0,KO/TKO,2,2011-02-26,1371
Igor Pokrajac v Todd Brown 2011-03-03,956,1463,0,KO/TKO,1,2011-03-03,1372
David Branch v Rousimar Palhares 2011-03-03,574,1249,1,Submission,2,2011-03-03,1373
Rob Kimmons v Dongi Yang 2011-03-03,1462,1005,1,KO/TKO,2,2011-03-03,1374
Takeya Mizugaki v Reuben Duran 2011-03-03,868,1305,0,Decision,3,2011-03-03,1375
Thiago Tavares v Shane Roller 2011-03-03,937,1356,1,KO/TKO,2,2011-03-03,1376
Joe Stevenson v Danny Castillo 2011-03-03,1442,993,1,Decision,3,2011-03-03,1377
Steve Cantwell v Cyrille Diabate 2011-03-03,1403,1211,1,Decision,3,2011-03-03,1378
Brian Bowles v Damacio Page 2011-03-03,1283,1369,0,Submission,1,2011-03-03,1379
Alessio Sakara v Chris Weidman 2011-03-03,1239,330,1,Decision,3,2011-03-03,1380
CB Dollaway v Mark Munoz 2011-03-03,673,1085,1,KO/TKO,1,2011-03-03,1381
Diego Sanchez v Martin Kampmann 2011-03-03,94,1262,0,Decision,3,2011-03-03,1382
Erik Koch v Raphael Assuncao 2011-03-19,488,457,0,KO/TKO,1,2011-03-19,1383
Costas Philippou v Nick Catone 2011-03-19,1084,1219,1,Decision,3,2011-03-19,1384
Joseph Benavidez v Ian Loveland 2011-03-19,44,1437,0,Decision,3,2011-03-19,1385
Kurt Pellegrino v Gleison Tibau 2011-03-19,1461,726,1,Decision,3,2011-03-19,1386
Ricardo Almeida v Mike Pyle 2011-03-19,1460,748,1,Decision,3,2011-03-19,1387
Edson Barboza v Anthony Njokuani 2011-03-19,423,1162,0,Decision,3,2011-03-19,1388
Luiz Cane v Eliot Marshall 2011-03-19,1353,1430,0,KO/TKO,1,2011-03-19,1389
Mirko Cro Cop v Brendan Schaub 2011-03-19,1101,1145,1,KO/TKO,3,2011-03-19,1390
Dan Miller v Nate Marquardt 2011-03-19,1065,785,1,Decision,3,2011-03-19,1391
Jim Miller v Kamal Shalorus 2011-03-19,108,1392,0,KO/TKO,3,2011-03-19,1392
Urijah Faber v Eddie Wineland 2011-03-19,219,536,0,Decision,3,2011-03-19,1393
Mauricio Rua v Jon Jones 2011-03-19,626,118,1,KO/TKO,3,2011-03-19,1394
Waylon Lowe v Nik Lentz 2011-03-26,1459,151,1,Submission,3,2011-03-26,1395
Mario Miranda v Aaron Simpson 2011-03-26,1458,1354,1,Decision,3,2011-03-26,1396
Johny Hendricks v TJ Waldburger 2011-03-26,790,1216,0,KO/TKO,1,2011-03-26,1397
Sean McCorkle v Christian Morecraft 2011-03-26,1457,1407,1,Submission,2,2011-03-26,1398
Michael McDonald v Edwin Figueroa 2011-03-26,932,1237,0,Decision,3,2011-03-26,1399
John Hathaway v Kris McCray 2011-03-26,1212,1456,0,Decision,3,2011-03-26,1400
Alex Caceres v Mackens Semerzier 2011-03-26,493,1401,1,Submission,1,2011-03-26,1401
Jon Madsen v Mike Russow 2011-03-26,1455,1327,1,TKO,2,2011-03-26,1402
Chan Sung Jung v Leonard Garcia 2011-03-26,185,1289,0,Submission,2,2011-03-26,1403
DaMarques Johnson v Amir Sadollah 2011-03-26,1360,1165,1,KO/TKO,2,2011-03-26,1404
Anthony Johnson v Dan Hardy 2011-03-26,845,1357,0,Decision,3,2011-03-26,1405
Phil Davis v Rogerio Nogueira 2011-03-26,1127,553,0,Decision,3,2011-03-26,1406
Yves Jabouin v Pablo Garza 2011-04-30,1042,1297,1,Submission,1,2011-04-30,1407
John Makdessi v Kyle Watson 2011-04-30,9,1454,0,KO/TKO,3,2011-04-30,1408
Jason MacDonald v Ryan Jensen 2011-04-30,1391,1453,0,Submission,1,2011-04-30,1409
Ivan Menjivar v Charlie Valencia 2011-04-30,1213,1452,0,KO/TKO,1,2011-04-30,1410
Daniel Roberts v Claude Patrick 2011-04-30,1410,1414,1,Decision,3,2011-04-30,1411
Jake Ellenberger v Sean Pierson 2011-04-30,684,1277,0,KO/TKO,1,2011-04-30,1412
Nate Diaz v Rory MacDonald 2011-04-30,297,945,1,Decision,3,2011-04-30,1413
Mark Bocek v Benson Henderson 2011-04-30,1202,1003,1,Decision,3,2011-04-30,1414
Vladimir Matyushenko v Jason Brilz 2011-04-30,1326,1420,0,KO/TKO,1,2011-04-30,1415
Lyoto Machida v Randy Couture 2011-04-30,735,1451,0,KO/TKO,2,2011-04-30,1416
Jose Aldo v Mark Hominick 2011-04-30,217,1343,0,Decision,5,2011-04-30,1417
Georges St-Pierre v Jake Shields 2011-04-30,789,1205,0,Decision,5,2011-04-30,1418
Cole Escovedo v Renan Barao 2011-05-28,1424,266,1,Decision,3,2011-05-28,1419
Michael McDonald v Chris Cariaso 2011-05-28,932,1032,0,Decision,3,2011-05-28,1420
Gleison Tibau v Rafaello Oliveira 2011-05-28,726,1217,0,Submission,2,2011-05-28,1421
Kendall Grove v Tim Boetsch 2011-05-28,1450,587,1,Decision,3,2011-05-28,1422
Miguel Torres v Demetrious Johnson 2011-05-28,1397,691,1,Decision,3,2011-05-28,1423
Brian Stann v Jorge Santiago 2011-05-28,1307,1316,0,KO/TKO,2,2011-05-28,1424
Thiago Alves v Rick Story 2011-05-28,242,923,1,Decision,3,2011-05-28,1425
Stefan Struve v Travis Browne 2011-05-28,236,819,1,KO/TKO,1,2011-05-28,1426
Frank Mir v Roy Nelson 2011-05-28,961,841,0,Decision,3,2011-05-28,1427
Rampage Jackson v Matt Hamill 2011-05-28,1096,1247,0,Decision,3,2011-05-28,1428
Reuben Duran v Francisco Rivera 2011-06-04,1305,929,0,Submission,3,2011-06-04,1429
Scott Jorgensen v Ken Stone 2011-06-04,1008,1365,0,KO/TKO,1,2011-06-04,1430
Clay Harvison v Justin Edwards 2011-06-04,1423,1077,0,Decision,3,2011-06-04,1431
Ryan McGillivray v Shamar Bailey 2011-06-04,1449,1422,1,Decision,3,2011-06-04,1432
Josh Grispi v George Roop 2011-06-04,1319,1034,1,KO/TKO,3,2011-06-04,1433
Danny Downes v Jeremy Stephens 2011-06-04,1431,332,1,Decision,3,2011-06-04,1434
Chuck O'Neil v Chris Cope 2011-06-04,1448,1404,1,Decision,3,2011-06-04,1435
Fabio Maldonado v Kyle Kingsbury 2011-06-04,1018,1181,1,Decision,3,2011-06-04,1436
Ed Herman v Tim Credeur 2011-06-04,278,1447,0,KO/TKO,1,2011-06-04,1437
Clay Guida v Anthony Pettis 2011-06-04,471,170,0,Decision,3,2011-06-04,1438
